"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LRT2BZH2","journalArticle","1991","Heres, Huberta","Ein hellenistisches Herrscherporträt aus Milet","Forschungen und Berichte. Staatliche Museen zu Berlin","","","","","","1991","2021-12-21 11:45:11","2022-12-15 17:35:37","","131-138","","","31","","FuB","","","","","","","","","","","","","","","Citation Key: heres_HellenistischesHerrscherportratAus_1991","","","","Hellenistisch; 03 Funde aus Milet; 03-04 Funde: Skulptur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GRW6LJM9","book","1991","Koenigs, Wolf","Westtürkei. Von Troia bis Knidos","","","","","","","1991","2021-12-21 11:43:47","2022-12-15 17:35:37","","","","","","","","","","","","","Artemis Verlag","München","","","","","","","","Citation Key: koenigs_WestturkeiTroiaBis_1991","","","","02 Allgemeine Darstellungen / Topographie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WSPM22XL","journalArticle","1991","Müller-Wiener, Wolfgang","Milet 1990. Der Zugang zum Theater von Milet","Istanbuler Mitteilungen","","","","","","1991","2021-11-30 14:54:42","2023-01-26 12:10:57","","157-162","","","41","","IstMitt","","","","","","","","","","","","","","","Citation Key: muller-wiener_ZugangTheaterMilet_1991","","","","Theater; Kaletepe; 01 Grabungs und Arbeitsberichte; 07 Architektur; 07-03 Architektur: Theater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MY2288B","journalArticle","1991","Parakenings-Bozkurt, Birgit; Kerschner, Michael","Milet 1990. Eine Notgrabung in der römischen Nekropole","Istanbuler Mitteilungen","","","","","","1991","2021-12-21 11:37:54","2022-12-15 17:35:36","","141-148","","","41","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: parakenings-bozkurt_Milet1990Notgrabung_1991","","","","Römisch; 01 Grabungs und Arbeitsberichte; 09 Gräber und Bestattungen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7TNPCNF4","journalArticle","1991","Popko, Maciej","Z najdawniejszych dziejów Miletu. De Mileto urbe antiquissima","Meander. Miesięcznik poświęcony kulturze świata starożytnego","","","","","","1991","2021-12-21 11:31:06","2022-12-15 17:35:36","","79-86","","","46","","Meander","","","","","","","","","","","","","","","Citation Key: popko_NajdawniejszychDziejowMiletu_1991","","","","10 politische Geschichte; 10-06 Geschichte: Spät und Nachantike","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8X7SI7BJ","journalArticle","1991","Schröder, Bernt; Yalçın, Ünsal","Geologische Begleituntersuchungen","Istanbuler Mitteilungen","","","","","","1991","2021-10-26 13:43:56","2022-12-15 17:35:36","","149-156","","","41","","IstMitt","","","","","","","","","","","","","","","Citation Key: schroder_GeologischeBegleituntersuchungen_1991","","","","Geologie; Verlandung; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UPHIIZAA","journalArticle","1991","Schultz, Michael; Schmidt-Schultz, Tyede H.","Ergebnisse osteologischer Untersuchungen an menschlichen Skelettfunden aus Milet","Istanbuler Mitteilungen","","","","","","1991","2021-12-21 11:20:47","2022-12-15 17:35:35","","163-186","","","41","","IstMitt","","","","","","","","","","","","","","","Citation Key: schultz_ErgebnisseOsteologischerUntersuchungen_1991","","","","05 Archäozoologie, Archäobotanik, Anthropologie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97QDJG5N","journalArticle","1991","Seifert, Martina; Krumme, Michael","Ein Töpferofen vor der Stadtmauer","Istanbuler Mitteilungen","","","","","","1991","2021-10-26 13:49:34","2022-12-15 17:35:35","","134-136","","","41","","IstMitt","","","","","","","","","","","","","","","Citation Key: seifert_TopferofenVorStadtmauer_1991","","","","Keramik; Stadtmauer; Keramikproduktion; Töpfer; Töpferofen; Werkstatt; Ofen; 07 Architektur; 03 Funde aus Milet; 03-05 Funde: Keramik; 03-05-04 Keramik: archaische Zeit; 07-12 Architektur: Werkstätten","","","","","Krumme, Michael","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99I43YU6","bookSection","1991","Vanschoonwinkel, Jacques","L’Égée et la Méditerranée Orientale à la fin du deuxième millénaire. Témoignages archéologiques et sources écrites","","","","","","","1991","2021-12-21 11:14:19","2022-12-15 17:35:35","","167-168","","","","","","","Archeologica Transatlantica","9","","","","Louvain","","","","","","","","Citation Key: vanschoonwinkel_EgeeMediterraneeOrientale_1991","","","","10 politische Geschichte; 10-01 Geschichte: Bronzezeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QRL9CGZU","journalArticle","1990","Brinkmann, Vinzenz","Der Westbau","Istanbuler Mitteilungen","","","","","","1990","2021-12-21 11:09:27","2022-12-15 17:35:40","","51-55","","","40","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: brinkmann_Westbau_1990","","","","07 Architektur; 07-01 Architektur: Varia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EFVXMJA2","journalArticle","1990","Brulé, Pierre","Enquete démographique sur la famile grecque antique. Étude de listes de politographie d´Asie Mineure d´époqoue hellénistique (Milet et Ilion)","Revue des Études Anciennes","","","","","","1990","2021-12-21 11:02:49","2022-12-15 17:35:40","","233-258","","","92","","REA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: brule_EnqueteDemographiqueFamile_1990","","","","10 politische Geschichte; 10-04 Geschichte: hellenistische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6I2SAHMM","journalArticle","1990","Gans, Ulrich","Streufunde aus dem Stadtgebiet","Istanbuler Mitteilungen","","","","","","1990","2021-12-21 11:01:54","2022-12-15 17:35:40","","69-71","","","40","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: gans_StreufundeAusStadtgebiet_1990","","","","03 Funde aus Milet; 03-03 Funde: Bauteile, Bauornamentik; 03-01 Funde: Gattungsübergreifend","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMF5J4VB","journalArticle","1990","von Graeve, Volkmar; Brinkmann, Vinzenz; Gans, Ulrich; Müller-Wiener, Wolfgang; Schröder, Bernt; Senff, Reinhard; Heinz, Margareta","Milet 1989. Vorbericht über die Arbeiten des Jahres 1989 und einer 1988 auf dem Kalabaktepe durchgeführten Sondierung","Istanbuler Mitteilungen","","","","","","1990","2021-10-26 13:49:34","2022-12-15 17:35:38","","37-78","","","40","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: vongraeve_Milet1989Vorbericht_1990","","","","Heiligtum; Kalabaktepe; Zeytintepe; Aphrodite; 01 Grabungs und Arbeitsberichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9F3H9EQJ","journalArticle","1990","von Graeve, Volkmar; Biering, Ralf; Blum, Irene","Der Schnitt auf dem Gipfelplateau des Kalabaktepe 1988","Istanbuler Mitteilungen","","","","","","1990","2021-12-21 10:49:52","2022-12-15 17:35:38","","39-50","","","40","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: vongraeve_SchnittAufGipfelplateau_1990","","","","Kalabaktepe; 01 Grabungs und Arbeitsberichte","","","","","Biering, Ralf; Blum, Irene","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VXPCEV42","journalArticle","1990","Heinz, Margareta","Milet 1989. Katalog ausgewählter Funde","Istanbuler Mitteilungen","","","","","","1990","2021-12-21 10:48:29","2022-12-15 17:35:40","","56-61","","","40","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: heinz_Milet1989Katalog_1990","","","","03 Funde aus Milet; 03-02 Funde: Varia; 03-01 Funde: Gattungsübergreifend","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"322LWB5H","bookSection","1990","von Hesberg, Henner","Platzanlagen und Hallenbauten in der Zeit des frühen Hellenismus","Akten des XIII. Internationalen Kongresses für Klassische Archäologie, Berlin 1988","","","","","","1990","2021-12-21 10:45:47","2022-12-15 17:35:38","","231-241","","","","","","","","","","","Philipp von Zabern","Berlin","","","","Literatursammlung Miletserver","","","","Citation Key: vonhesberg_PlatzanlagenUndHallenbauten_1990","","","","Hellenistisch; 07 Architektur; 07-05 Architektur: Platzanlagen und angrenzende Bauten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X87BGVYX","journalArticle","1990","Müller-Wiener, Wolfgang","Milet 1989. Arbeiten in der Großen Kirche","Istanbuler Mitteilungen","","","","","","1990","2021-12-21 10:43:17","2022-12-15 17:35:39","","72-78","","","40","","IstMitt","","","","","","","","","","","","","","","Citation Key: muller-wiener_Milet1989Arbeiten_1990","","","","01 Grabungs und Arbeitsberichte; 07 Architektur; 07-11 Architektur: Kirchen, Synagogen, Moscheen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q3EIL8XB","journalArticle","1990","Müller-Wiener, Wolfgang","Milet 1989 raporu","Kazı Sonuçları Toplantısı","","","","http://www.kulturvarliklari.gov.tr/sempozyum_pdf/kazilar/12_kazi_2.pdf","","1990","2021-12-21 10:40:34","2022-12-15 17:35:39","","81-93","","2","12","","KST","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: muller-wiener_Milet1989Raporu_1990","","","","01 Grabungs und Arbeitsberichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B8XH7FRF","journalArticle","1990","Schröder, Bernt","Archäologiebegleitende Geologie zur Grabung Milet 1989","Istanbuler Mitteilungen","","","","","","1990","2021-10-26 13:43:56","2022-12-15 17:35:39","","62-68","","","40","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: schroder_ArchaologiebegleitendeGeologieZur_1990","","","","Geologie; Verlandung; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V4IPIVYB","journalArticle","1990","Senff, Reinhard; von Graeve, Volkmar","Die Grabungen am Südhang des Kalabaktepe","Istanbuler Mitteilungen","","","","","","1990","2021-12-21 10:37:25","2022-12-15 17:35:38","","44-50","","","40","","IstMitt","","","","","","","","","","","","","","","Citation Key: senff_GrabungenAmSudhang_1990","","","","Kalabaktepe; 01 Grabungs und Arbeitsberichte","","","","","von Graeve, Volkmar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUEU3Z2U","journalArticle","1989","Altenhöfer, Erich; Bol, Renate","Der Eroten-Jagdfries des Theaters in Milet. Fundzusammenhang und baugeschichtliche Beurteilung. Archäologische Beurteilung und Rekonstruktion (Festschrift W. Müller-Wiener)","Istanbuler Mitteilungen","","","","","","1989","2021-11-30 14:57:36","2022-12-15 17:35:44","","17-47","","","39","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: altenhofer_ErotenJagdfriesTheatersMilet_1989","","","","Theater; 07 Architektur; 07-03 Architektur: Theater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JH6I5QG","journalArticle","1989","Ehrhardt, Norbert","Apollon Ietros. Ein verschollener Gott Ioniens?","Istanbuler Mitteilungen","","","","","","1989","2021-12-21 10:34:54","2022-12-15 17:35:44","","115-122","","","39","","IstMitt","","","","","","","","","","","","","","","Citation Key: ehrhardt_ApollonIetrosVerschollener_1989","","","","08 Kulte und Kulteinrichtungen; 03 Funde aus Milet; 03-08 Funde: Inschriften; 08-01 Kulte: Varia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HK2N78QC","journalArticle","1989","Errington, Robert Malcolm","The Peace Treaty between Miletus and Magnesia (I. Milet 148)","Chiron. Mitteilungen der Kommission für Alte Geschichte und Epigraphik des Deutschen Archäologischen Instituts","","","","","","1989","2021-12-21 10:32:26","2022-12-15 17:35:44","","279-288","","","19","","Chiron","","","","","","","","","","","","","","","Citation Key: errington_PeaceTreatyMiletus_1989","","","","03 Funde aus Milet; 10 politische Geschichte; 03-08 Funde: Inschriften; 10-04 Geschichte: hellenistische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AXBNWEMK","journalArticle","1989","Gödecken, Karin Barbara","Eine ""Wilde-Reiter""-Vase aus Milet. Ein Beitrag zur Kulturgeschichte der milesischen Halbinsel (Festschrift W. Müller-Wiener)","Istanbuler Mitteilungen","","","","","","1989","2021-10-26 13:51:32","2022-12-15 17:35:43","","129-142","","","39","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: godecken_WildeReiterVaseAus_1989","","","","Klassisch; Dionysos; Keramik; Keramik - Gefäßmalerei; 03 Funde aus Milet; 03-05 Funde: Keramik; 03-05-04 Keramik: archaische Zeit; 03-05-05 Keramik: klassische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EDT46TKN","journalArticle","1989","von Graeve, Volkmar","Eine spätarchaische Anthemienstele aus Milet (Festschrift W. Müller-Wiener)","Istanbuler Mitteilungen","","","","","","1989","2021-12-21 10:29:37","2022-12-15 17:35:41","","143-151","","","39","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: vongraeve_SpatarchaischeAnthemiensteleAus_1989","","","","03 Funde aus Milet; 03-02 Funde: Varia; 03-08 Funde: Inschriften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3FEYDHHG","journalArticle","1989","Günther, Wolfgang","Zu den Anfängen des Kaiserkults in Milet (Festschrift W. Müller-Wiener)","Istanbuler Mitteilungen","","","","","","1989","2021-12-21 10:28:43","2022-12-15 17:35:43","","173-178","","","39","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: gunther_AnfangenKaiserkultsMilet_1989","","","","02 Allgemeine Darstellungen / Topographie; 10 politische Geschichte; 02-07 Topographie: Kaiserzeit; 10-05 Geschichte: Kaiserzeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9IXWTHRD","journalArticle","1989","Herrmann, Peter","Ein Tempel für Caligula in Milet? (Festschrift W. Müller-Wiener)","Istanbuler Mitteilungen","","","","","","1989","2021-12-01 17:18:24","2022-12-15 17:35:43","","191-196","","","39","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: herrmann_TempelFurCaligula_1989","","","","Caligula; 08 Kulte und Kulteinrichtungen; 08-10 Kulte: Kaiserkult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UK7X4ITP","journalArticle","1989","Meyer, Eckhard","Zwei unedierte severische Münzen aus Laodicea ad mare und Milet","Numismatica e antichità classiche. Quaderni ticinesi","","","","","","1989","2021-12-21 10:25:59","2022-12-15 17:35:43","","269-275","","","18","","NumAntCl","","","","","","","","","","","","","","","Citation Key: meyer_ZweiUnedierteSeverische_1989","","","","03 Funde aus Milet; 03-09 Funde: Münzen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9IMJMME7","journalArticle","1989","Müller-Wiener, Wolfgang","1988 yılı Milet Çalışmaları Raporu","Kazı Sonuçları Toplantısı","","","","http://www.kulturvarliklari.gov.tr/sempozyum_pdf/kazilar/11_kazi_2.pdf","","1989","2021-12-21 10:23:50","2022-12-15 17:35:43","","53-59","","2","11","","KST","","","","","","","","","","","","","","","Citation Key: muller-wiener_1988YiliMilet_1989","","","","01 Grabungs und Arbeitsberichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D7NT5B6R","journalArticle","1989","Parzinger, Hermann","Zur frühesten Besiedlung Milets (Festschrift W. Müller-Wiener)","Istanbuler Mitteilungen","","","","","","1989","2021-11-30 14:57:13","2022-12-15 17:35:42","","415-431","","","39","","IstMitt","","","","","","","","","","","","","","","Citation Key: parzinger_ZurFruhestenBesiedlung_1989","","","","Prähistorisch; 02 Allgemeine Darstellungen / Topographie; 02-01 Topographie: Prähistorisch; 03-05-01 Keramik: Prähistorisch; 03 Funde aus Milet; 03-05 Funde: Keramik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USL7XLDL","journalArticle","1989","Peschlow-Bindokat, Anneliese","Die Umgestaltung von Latmos in der 1. Hälfte des 4. Jhs. v. Chr.","Boreas. Uppsala Studies in Ancient Mediterranean and Near Eastern Civilization","","","","","","1989","2021-12-21 10:16:48","2022-12-15 17:35:42","","69-76","","","17","","BoreasUpps","","","","","","","","","","","","","","","Citation Key: peschlow-bindokat_UmgestaltungLatmosHalfte_1989","","","","13 Umlandforschung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6VVKFR4","journalArticle","1989","Peschlow-Bindokat, Anneliese","Die Nekropolen von Latmos und Herakleia am Latmos","Araştırma Sonuçları Toplantısı","","","","","","1989","2021-12-21 10:15:11","2022-12-15 17:35:42","","153-169","","","7","","AST","","","","","","","","","","","","","","","Citation Key: peschlow-bindokat_NekropolenLatmosUnd_1989","","","","09 Gräber und Bestattungen; 13 Umlandforschung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R7IK5UK8","journalArticle","1989","Pfrommer, Michael","Zum Fries des Dionysostempels von Milet","Istanbuler Mitteilungen","","","","","","1989","2021-10-26 13:50:40","2022-12-15 17:35:42","","433-439","","","39","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: pfrommer_FriesDionysostempelsMilet_1989","","","","Dionysos; Bauschmuck; 08 Kulte und Kulteinrichtungen; 03 Funde aus Milet; 03-03 Funde: Bauteile, Bauornamentik; 08-05 Kulte: Dionysos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J3I93Y4R","journalArticle","1989","Sack, Dorothée; Schirmer, Wulf","Erinnerung an Karl Wulzinger. Frühe Jahre in der Türkei","Istanbuler Mitteilungen","","","","","","1989","2021-12-21 10:09:38","2022-12-15 17:35:41","","463-472","","","39","","IstMitt","","","","","","","","","","","","","","","Citation Key: sack_ErinnerungKarlWulzinger_1989","","","","14 Forschungsgeschichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8JCKP9VQ","journalArticle","1989","Schneider, Peter","Ein Temenos an der Heiligen Straße von Milet nach Didyma","Archäologischer Anzeiger","","","","","","1989","2021-12-21 10:08:20","2022-12-15 17:35:41","","147-180","","","1989","","AA","","","","","","","","","","","","","","","Citation Key: schneider_TemenosHeiligenStrasse_1989","","","","08 Kulte und Kulteinrichtungen; 08-03 Kulte: Heilige Straße (Milet<>Didyma)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9V942DVL","journalArticle","1989","Schwarz, Christiane","Drei dädalische Terrakotten aus Milet (Festschrift W. Müller-Wiener)","Istanbuler Mitteilungen","","","","","","1989","2021-12-21 10:00:43","2022-12-15 17:35:41","","507-516","","","39","","IstMitt","","","","","","","","","","","","","","","Citation Key: schwarz_DreiDadalischeTerrakotten_1989","","","","Dädalisch; 03 Funde aus Milet; 03-06 Funde: Terrakotta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64UT9YV2","journalArticle","1989","Selesnow, Wolfgang","Antinoos in Milet (Festschrift W. Müller-Wiener)","Istanbuler Mitteilungen","","","","","","1989","2021-12-21 09:57:40","2022-12-15 17:35:41","","517-522","","","39","","IstMitt","","","","","","","","","","","","","","","Citation Key: selesnow_AntinoosMiletFestschrift_1989","","","","10 politische Geschichte; 10-04 Geschichte: hellenistische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8SRVFU9N","journalArticle","1989","Weber, Berthold F.","Zum Laodikebau in Milet (Festschrift W. Müller-Wiener)","Istanbuler Mitteilungen","","","","","","1989","2021-12-21 09:51:30","2022-12-15 17:35:40","","585-592","","","39","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: weber_LaodikebauMiletFestschrift_1989","","","","07 Architektur; 07-01 Architektur: Varia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6I8V76F","journalArticle","1988","Becker, Felix","Ein Fund von 75 milesischen Obolen","Schweizerische numismatische Rundschau","","","","","","1988","2021-12-21 09:40:28","2022-12-15 17:35:49","","5-33","","","67","","SchwNumRu","","","","","","","","","","","","","","","Citation Key: becker_Fund75Milesischen_1988","","","","03 Funde aus Milet; 03-09 Funde: Münzen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NLXRSN32","journalArticle","1988","Boruchovič, Vladimir Grigorevich","Die ägäische Kolonisation","Klio. Beiträge zur alten Geschichte","","","","","","1988","2021-12-21 09:35:05","2022-12-19 13:09:10","","86-144","","","70","","Klio","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: boruchovic_AgaischeKolonisation_1988","","","","10 politische Geschichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3N87PW93","journalArticle","1988","Follet, Simone","Éphèbes étrangers à Athènes: Romains, Milésiens, Chypriotes etc.","Cahier. Centre d’études chypriotes","","","","","","1988","2021-12-21 09:33:24","2022-12-15 17:35:48","","19-32","","","9","","CahCEC","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: follet_EphebesEtrangersAthenes_1988","","","","03 Funde aus Milet; 03-08 Funde: Inschriften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STVTXHH9","journalArticle","1995","Schröder, Bernt; Brückner, Helmut; Stümpel, Harald; Yalçın, Ünsal","Milet 1992–1993. Geowissenschaftliche Umfelderkundung","Archäologischer Anzeiger","","","","","","1995","2021-10-26 13:43:56","2022-12-15 17:35:23","","238-244","","","1995","","AA","","","","","","","","","","","","","","","Citation Key: schroder_Milet19921993_1995","","","","Verlandung; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQPP4A8Y","book","1996","Tuchelt, Klaus","Ein Kultbezirk an der Heiligen Straße von Milet nach Didyma","","","","","","","1996","2021-12-30 10:18:11","2022-12-15 17:35:17","","","","","1","","","","Didyma Ergebnisse der Ausgrabungen und Untersuchungen seit dem Jahre 1962","3","","","","Mainz","","","","","","","","Citation Key: tuchelt_KultbezirkHeiligenStrasse_1996","","","","08 Kulte und Kulteinrichtungen; 08-03 Kulte: Heilige Straße (Milet<>Didyma)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BWNB4JKK","journalArticle","1995","Yalçın, Ünsal","Milet'te Bilimsel Araştırmalar 1994","Arkeometri Sonuçları Toplantısı","","","","http://www.kulturvarliklari.gov.tr/sempozyum_pdf/arkeometri/11_arkeometri.pdf","","1995","2021-12-30 10:16:04","2022-12-15 17:35:19","","151-166","","","11","","","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: yalcin_MiletTeBilimsel_1995a","","","","11 Geographie und Geophysik; 04 Archäometrie; 05 Archäozoologie, Archäobotanik, Anthropologie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QG38FFNY","journalArticle","1995","Brinkmann, Vinzenz","Grabungsdokumentation und Miletarchiv auf CD-ROM","Archäologischer Anzeiger","","","","","","1995","2021-12-30 10:14:43","2022-12-15 17:35:26","","203-204","","","1995","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: brinkmann_GrabungsdokumentationUndMiletarchiv_1995","","","","14 Forschungsgeschichte; 16 Methodik, Vermessungsarbeiten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q48WVAN8","journalArticle","1995","Brückner, Helmut","Milet 1992–1993. Geomorphologie und Paläo-Environment der Milesia","Archäologischer Anzeiger","","","","","","1995","2021-10-26 13:43:56","2022-12-15 17:35:26","","329-330","","","1995","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: bruckner_Milet19921993_1995","","","","Mäander; Geologie; Verlandung; 11 Geographie und Geophysik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJHT96UF","journalArticle","1995","Delorme, Jean","Athènes et Milet au milieu du Ve s. av. J.-C.","Journal des savants","","","","","","1995","2021-12-30 10:12:29","2022-12-15 17:35:26","","209-281","","","","","JSav","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: delorme_AthenesMiletAu_1995","","","","10 politische Geschichte; 10-03 Geschichte: klassische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CALBLWCB","journalArticle","1995","Eder, Walter","Milet 1992-1993. Entwurf eines denkmalpflegerischen und touristischen Gesamtkonzepts für die Stadtruine Milet","Archäologischer Anzeiger","","","","","","1995","2021-12-30 10:10:19","2022-12-15 17:35:26","","275-282","","","1995","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: eder_Milet19921993Entwurf_1995","","","","01 Grabungs und Arbeitsberichte; 15 Ruinen und Geländepflege, Restaurierung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64HLCGUA","journalArticle","1995","Ehrhardt, Norbert; Weiss, Peter","Trajan, Didyma und Milet. Neue Fragmente von Kaiserbriefen und ihr Kontext","Chiron. Mitteilungen der Kommission für Alte Geschichte und Epigraphik des Deutschen Archäologischen Instituts","","","","","","1995","2021-12-30 10:07:08","2022-12-15 17:35:25","","315-355","","","25","","Chiron","","","","","","","","","","","","","","","Citation Key: ehrhardt_TrajanDidymaUnd_1995","","","","03 Funde aus Milet; 03-08 Funde: Inschriften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
